🇨🇳中央电视台,#genre#
音乐汇★014HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a6d7326161724a579d41a218a37d5656/1200.m3u8
音乐汇★015HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/da11ba6e6f8d479493dae601b5876eab/1200.m3u8
音乐汇★016HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/cb361de7296f4ef69573db8197e8cf0d/1200.m3u8
音乐汇★017HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c361b2c087aa44e4bab8782ac242a739/1200.m3u8
音乐汇★018HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/fade34db10d34eed90eb7838f33b6205/1200.m3u8
音乐汇★019HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c2b2198b7c0b47e180df400bdf57b062/1200.m3u8
音乐汇★021HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/44feb573b5b84d99881358a8b0ee9b07/1200.m3u8
你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
音乐汇★022HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/9af750a7d1c94835b482a73b8e3929bf/1200.m3u8
音乐汇★023HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6400918c8ea54de988a76f637e96edba/1200.m3u8
音乐汇★024HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d81fa774bbf94ebe9c840422dc91b120/1200.m3u8
音乐汇★025HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1e7d79d1e189413f9a04d80309388337/1200.m3u8
音乐汇★026HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/cdb3abf7d29e4d878d05d5966121728a/1200.m3u8
音乐汇★027HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d07836056c5446878d5713c3a0230873/1200.m3u8
音乐汇★028HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8344540b693042afa9ff096402e82b3f/1200.m3u8
音乐汇★029HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8e36ba94f696472b9dfe9bb2b86bab41/1200.m3u8
音乐汇★030HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1579098246084038ab518044acb92174/1200.m3u8
音乐汇★031HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5e5a238c3f7748aa8e36568e564ed90e/1200.m3u8
音乐汇★032HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/f9b5f19aeab046ecbb2e6d96e2ae1ee7/1200.m3u8
音乐汇★033HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8db1d3dd148b4d1b99796ad42c8eb96b/1200.m3u8
音乐汇★034HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e683878b1a4045c6b3ba3cfc47bc0b95/1200.m3u8
音乐汇★036HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/5ff5f546db8c4f5690588b2638b7fbbd/1200.m3u8

音乐汇★037HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/006aea721daa403ca955e74fcc8002cb/1200.m3u8
音乐汇★038HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/301e0ad7b92d424ab289597bbd1a0799/1200.m3u8
音乐汇★039HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/dd9b4e9d2d5d446d9b3621f22a04c948/1200.m3u8
音乐汇★040HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e5b4aa04b89343fe95d35babd7eeb81d/1200.m3u8
音乐汇★041HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3be1edb919a843d18207336091385ecc/1200.m3u8
音乐汇★042HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/739e7fd678884e5d980eb82a0ff47cbe/1200.m3u8
音乐汇★043HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/28d6310749ec4d49b841e67c5d701a29/1200.m3u8
音乐汇★044HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c43bb8ca7bb74ce796fb4961c5afe416/1200.m3u8
你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
音乐汇★045HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/6cd81152c58c4344bf748c4417c0ba44/1200.m3u8
音乐汇★046HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2823ca208b3241a997f77b3c4d913708/1200.m3u8
音乐汇★047HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/a93834e12eb54871b2589ee9f29abfd8/1200.m3u8
音乐汇★048HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d836266c771a4027ae35b04a0790608e/1200.m3u8
音乐汇★049HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e2b842084c4849d4a8ba9d535184b308/1200.m3u8
音乐汇★050HD,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/2b20fe9ee638419bbb1bd3b45a8e98aa/1200.m3u8
影视依婷区,#genre#你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
卓依婷梦醒十分,http://vd3.bdstatic.com/mda-jennyc5ci1ugrxzi/mda-jennyc5ci1ugrxzi.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
 QQ群 871838295  用我的就是一起陪葬死一起挂，好多人就是因为就一用就死。挂
卓依婷无言的结局,http://vd3.bdstatic.com/mda-jenpdiydc7kez9ze/mda-jenpdiydc7kez9ze.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷花好月圆,http://vd3.bdstatic.com/mda-jepfhjwcthgci13y/mda-jepfhjwcthgci13y.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
 QQ群 871838295  用我的就是一起陪葬死一起挂，好多人就是因为就一用就死。挂
卓依婷擦干眼泪,http://vd3.bdstatic.com/mda-jeqd4kq8iwh67a1k/mda-jeqd4kq8iwh67a1k.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
 QQ群 871838295  用我的就是一起陪葬死一起挂，好多人就是因为就一用就死。挂
卓依婷看不见温柔,http://vd3.bdstatic.com/mda-jeqg6s6gc0ietmst/mda-jeqg6s6gc0ietmst.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷无情的班机,http://vd3.bdstatic.com/mda-jeqjsqimdzvytgvv/mda-jeqjsqimdzvytgvv.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷常回家看看,http://vd3.bdstatic.com/mda-jerf6nxy7nc0d6m5/mda-jerf6nxy7nc0d6m5.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
 QQ群 871838295  用我的就是一起陪葬死一起挂，好多人就是因为就一用就死。挂
卓依婷男性的本领,http://vd3.bdstatic.com/mda-jesk2p0h96hjvbsd/mda-jesk2p0h96hjvbsd.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷浪人情歌,http://vd3.bdstatic.com/mda-jetdgjum2nxdvtmu/mda-jetdgjum2nxdvtmu.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
 QQ群 871838295  用我的就是一起陪葬死一起挂，好多人就是因为就一用就死。挂
卓依婷同一首歌,http://vd3.bdstatic.com/mda-jf1j2af0dji6ju83/mda-jf1j2af0dji6ju83.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷大家一起来DJ,http://vd3.bdstatic.com/mda-jf1jfkgj3qte7h96/mda-jf1jfkgj3qte7h96.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷多少柔情多少泪,http://vd3.bdstatic.com/mda-jf2eanfjkpwy4ysa/mda-jf2eanfjkpwy4ysa.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷谢谢你的爱,http://vd3.bdstatic.com/mda-jf2fuh2yhd0txff0/mda-jf2fuh2yhd0txff0.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷爱情一阵风,http://vd3.bdstatic.com/mda-jf5fre7jvd0q3rfu/mda-jf5fre7jvd0q3rfu.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷捉泥鳅,http://vd3.bdstatic.com/mda-jf6k8v71hrs8s441/mda-jf6k8v71hrs8s441.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷鲁冰花,http://vd3.bdstatic.com/mda-jf8fbjprnf1fvpxm/mda-jf8fbjprnf1fvpxm.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
 QQ群 871838295  用我的就是一起陪葬死一起挂，好多人就是因为就一用就死。挂
卓依婷东南西北风,http://vd3.bdstatic.com/mda-jf9fszd51shymgp6/mda-jf9fszd51shymgp6.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷橄榄树,http://vd3.bdstatic.com/mda-jfagwdhxb30ymr13/mda-jfagwdhxb30ymr13.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷夜来香,http://vd3.bdstatic.com/mda-jfai9k0sxf0nisvq/mda-jfai9k0sxf0nisvq.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷流星雨,http://vd3.bdstatic.com/mda-jfap39wqmi2yisu6/mda-jfap39wqmi2yisu6.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
 QQ群 871838295  用我的就是一起陪葬死一起挂，好多人就是因为就一用就死。挂
卓依婷雨过天晴,http://vd3.bdstatic.com/mda-jfbggf264f55hv4m/mda-jfbggf264f55hv4m.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷采红菱,http://vd3.bdstatic.com/mda-jfdvpsg280t986rz/mda-jfdvpsg280t986rz.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷电话情思,http://vd3.bdstatic.com/mda-jfghscj8datutink/mda-jfghscj8datutink.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
 QQ群 871838295  用我的就是一起陪葬死一起挂，好多人就是因为就一用就死。挂
卓依婷旧情也绵绵,http://vd3.bdstatic.com/mda-jfje0s0z33b0c9vf/mda-jfje0s0z33b0c9vf.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷蜗牛与黄鹂鸟,http://vd3.bdstatic.com/mda-jfjnacpfn6r21dec/mda-jfjnacpfn6r21dec.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
 QQ群 871838295  用我的就是一起陪葬死一起挂，好多人就是因为就一用就死。挂
卓依婷心挂意无处用,http://vd3.bdstatic.com/mda-jfkgx7x5gki9xpgs/mda-jfkgx7x5gki9xpgs.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷无聊的爱情,http://vd3.bdstatic.com/mda-jfkhu7bksxcqjq2z/mda-jfkhu7bksxcqjq2z.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷莫辜负好时光,http://vd3.bdstatic.com/mda-jfkkh6m5u47trvqc/mda-jfkkh6m5u47trvqc.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷爱拼才会赢,http://vd3.bdstatic.com/mda-jfreugw1pcza8xr1/mda-jfreugw1pcza8xr1.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷美酒加咖啡,http://vd3.bdstatic.com/mda-jfrred8ck6pnh6bq/mda-jfrred8ck6pnh6bq.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
 QQ群 871838295  用我的就是一起陪葬死一起挂，好多人就是因为就一用就死。挂
卓依婷免失志,http://vd3.bdstatic.com/mda-jdngvdh4ru0irwma/mda-jdngvdh4ru0irwma.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷杜十娘,http://vd3.bdstatic.com/mda-jekst5s3c341xwyd/mda-jekst5s3c341xwyd.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
 QQ群 871838295  用我的就是一起陪葬死一起挂，好多人就是因为就一用就死。挂
卓依婷萍聚,http://vd3.bdstatic.com/mda-jenmbx88uk365k40/mda-jenmbx88uk365k40.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷-歹路不通行,http://vd3.bdstatic.com/mda-imigfktdeeseud4j/mda-imigfktdeeseud4j.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
卓依婷-山不转水转,http://vd3.bdstatic.com/mda-jb7pfvgc6wuivhqi/mda-jb7pfvgc6wuivhqi.mp4?playlist=%5B%22hd%22%2C%22sc%22%5D
屌咔咪,https://vd3.bdstatic.com/mda-nask5v8g11h6fqmf/sc/cae_h264_delogo/1643293983357482773/mda-nask5v8g11h6fqmf.mp4
影视电影区,#genre#你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
你一个傻逼，想套我源，真的假就怕你不敢拿，小心给你直接挂，后台挂锁你就挂了，小心给你空壳 给偷给盗。给你一起更我死871838295QQ群871838295QQ群871838295QQ群
桥,http://kantv.255520.xyz/TV/Film/1969_qiao.m3u8
八二三炮战,http://kantv.255520.xyz/TV/Film/1979_baersanpaozhan.m3u8
秋莲,http://kantv.255520.xyz/TV/Film/1979_qiulian.m3u8
阿Q正传,http://kantv.255520.xyz/TV/Film/1981_azhengchuan.m3u8


包氏父子,http://kantv.255520.xyz/TV/Film/1983_baoshifuzi.m3u8
大决战之淮海战役,http://kantv.255520.xyz/TV/Film/1991_dajuezhanzhihuaihaizhanyi.m3u8
辛德勒的名单,http://kantv.255520.xyz/TV/Film/1993_xindeledemingdan.m3u8
超级大国民,http://kantv.255520.xyz/TV/Film/1995_chaojidaguomin.m3u8
大话西游之月光宝盒,http://kantv.255520.xyz/TV/Film/1995_dahuaxiyouzhiyueguangbaohe.m3u8


举起手来,http://kantv.255520.xyz/TV/Film/2003_juqishoulai.m3u8
放牛班的春天,http://kantv.255520.xyz/TV/Film/2004_fangniubandechuntian.m3u8
立春,http://kantv.255520.xyz/TV/Film/2007_lichun.m3u8
落叶归根,http://kantv.255520.xyz/TV/Film/2007_luoyeguigen.m3u8
色戒,http://kantv.255520.xyz/TV/Film/2007_sejie.m3u8
司令阿根,http://kantv.255520.xyz/TV/Film/2007_silingagen.m3u8
武僧,http://kantv.255520.xyz/TV/Film/2007_wuseng.m3u8
遥望南方的童年,http://kantv.255520.xyz/TV/Film/2007_yaowangnanfangdetongnian.m3u8
超强台风2008,http://kantv.255520.xyz/TV/Film/2008_chaoqiangtaifeng.m3u8
非诚勿扰,http://kantv.255520.xyz/TV/Film/2008_feichengwurao.m3u8
狂蟒惊魂,http://kantv.255520.xyz/TV/Film/2008_kuangmangjinghun.m3u8
梅兰芳,http://kantv.255520.xyz/TV/Film/2008_meilanfang.m3u8
秘岸,http://kantv.255520.xyz/TV/Film/2008_mian.m3u8
一八九五,http://kantv.255520.xyz/TV/Film/2008_yibajiuwu.m3u8
斗牛,http://kantv.255520.xyz/TV/Film/2009_douniu.m3u8


花木兰2009,http://kantv.255520.xyz/TV/Film/2009_huamulan.m3u8
南京南京,http://kantv.255520.xyz/TV/Film/2009_nanjingnanjing.m3u8
三枪拍案惊奇,http://kantv.255520.xyz/TV/Film/2009_sanqiangpaianjingqi.m3u8
袁隆平,http://kantv.255520.xyz/TV/Film/2009_yuanlongping.m3u8
忠犬八公的故事,http://kantv.255520.xyz/TV/Film/2009_zhongquanbagongdegushi.m3u8
走路上学,http://kantv.255520.xyz/TV/Film/2009_zoulushangxue.m3u8
非诚勿扰2,http://kantv.255520.xyz/TV/Film/2010_feichengwurao.m3u8
裸山,http://kantv.255520.xyz/TV/Film/2010_luoshan.m3u8
人在囧途,http://kantv.255520.xyz/TV/Film/2010_renzaitu.m3u8
唐山大地震,http://kantv.255520.xyz/TV/Film/2010_tangshandadizhen.m3u8

血染北沙河,http://kantv.255520.xyz/TV/Film/2010_xieranbeishahe.m3u8
芳华,http://kantv.255520.xyz/TV/Film/2017_fanghua.m3u8
五十度黑,http://kantv.255520.xyz/TV/Film/2017_wushiduhei.m3u8
我不是药神,http://kantv.255520.xyz/TV/Film/2018_wobushiyaoshen.m3u8
误杀,http://kantv.255520.xyz/TV/Film/2019_wusha.m3u8
我和我的家乡,http://kantv.255520.xyz/TV/Film/2020_wohewodejiaxiang.m3u8
没有过不去的年,http://kantv.255520.xyz/TV/Film/2021_meiyouguobuqudenian.m3u8
山路十八湾,http://kantv.255520.xyz/TV/Film/2021_shanlushibawan.m3u8
大日子,http://kantv.255520.xyz/TV/Film/2022_darizi.m3u8
隐入尘烟,http://kantv.255520.xyz/TV/Film/2022_yinruchenyan.m3u8
永生战士,http://kantv.255520.xyz/TV/Film/2022_yongshengzhanshi.m3u8
封神：朝歌风云,http://kantv.255520.xyz/TV/Film/2023_fengshenchaogefengyun.m3u8
人生路不熟,http://kantv.255520.xyz/TV/Film/2023_renshenglubushu.m3u8
三大队电影版,http://kantv.255520.xyz/TV/Film/2023_sandaduidianyingban.m3u8
中国乒乓之绝地反击,http://kantv.255520.xyz/TV/Film/2023_zhongguopingpangzhijuedifanji.m3u8
巨鳄2,http://kantv.255520.xyz/TV/Film/2024_jue.m3u8
猫妖奇谭,http://kantv.255520.xyz/TV/Film/2024_maoyaoqitan.m3u8
97家有喜事,https://vip.ffzy-play6.com/20221129/9285_97e3dfc9/index.m3u8
A计划,http://jsmov2.a.yximgs.com/bs3/video-hls/5240501212096709355_hlsb.m3u8
A计划,https://vip.ffzy-play7.com/20221115/4631_7c6bb09a/index.m3u8
A计划续集,https://vip.ffzy-play7.com/20221115/4412_bf4bdaf6/index.m3u8
阿飞正传,https://vip.ffzy-play7.com/20221112/3705_a3bb4cae/index.m3u8

阿虎,https://vip.ffzy-play2.com/20221019/3_0fc63857/index.m3u8
阿郎的故事,https://vip.ffzy-play6.com/20221116/7213_5f9198b2/index.m3u8
爱情呼叫转移,https://vip.ffzy-play2.com/20221021/64_ed0aeec3/index.m3u8
爱情呼叫转移Ⅱ：爱情左右,https://vip.ffzy-play2.com/20221021/65_57ffccd0/index.m3u8
爱情神话,https://vip.ffzy-online.com/20221015/575_a2c32b8f/index.m3u8
暗战,https://vip.ffzy-online.com/20221015/583_fb343007/index.m3u8
澳门风云1,https://vip.ffzy-online.com/20221015/587_536debfc/index.m3u8
澳门风云2,https://vip.lz-cdn8.com/20220903/25590_a12ec6f7/index.m3u8
澳门风云3,https://vip.lz-cdn8.com/20220903/25592_5fdbb860/index.m3u8


八星报喜,https://vip.ffzy-play6.com/20221116/7216_cb25f71a/index.m3u8
霸王别姬,https://vip.ffzy-play7.com/20221112/3726_f8288d50/index.m3u8
白蛇传说,https://vip.ffzy-play7.com/20221224/9605_263ee1e0/index.m3u8
半生缘,https://vip.ffzy-play7.com/20221112/3733_3f971a67/index.m3u8
宝贝计划,https://vip.ffzy-play2.com/20221021/73_d5c05ae2/index.m3u8
玻璃樽,https://vip.ffzy-play7.com/20221112/3750_97a1bebc/index.m3u8
不二神探,https://cdn2.yzzy-tv-cdn.com/20220330/4069_8714f6bb/index.m3u8

不见不散,https://vip.ffzy-play7.com/20221112/3752_596da0f3/index.m3u8
拆弹专家,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
超级计划,https://vip.ffzy-play7.com/20221112/3764_fd2b007a/index.m3u8
超时空同居,https://vip.ffzy-online.com/20221015/745_b4a413ef/index.m3u8
城市猎人,https://vip.ffzy-play7.com/20230112/11075_f5a96711/index.m3u8


春娇与志明,https://vip.ffzy-play6.com/20221021/451_53670596/index.m3u8
催眠大师,https://vip.ffzy-play7.com/20221028/433_adf31dfd/index.m3u8
大兵小将,https://vip.ffzy-play7.com/20230101/10714_0de1384d/index.m3u8
大上海,https://vip.ffzy-play6.com/20221126/8327_89044d87/index.m3u8
大唐玄奘,https://vip.ffzy-play7.com/20230306/17314_0230edb6/index.m3u8
大腕,https://vip.ffzy-play6.com/20221019/66_5c1f5d09/index.m3u8


刀剑笑,http://jsmov2.a.yximgs.com/bs3/video-hls/5215168447635500734_hlsb.m3u8
刀剑笑,https://vip.ffzy-play7.com/20221112/3808_6690be34/index.m3u8
狄仁杰之通天帝国,https://vip.ffzy-play2.com/20221021/129_ed646884/index.m3u8
第三个人,https://vip.ffzy-play7.com/20230407/21350_043ad4f7/index.m3u8
刁手怪招,https://cdn7.yzzy-tv-cdn.com/20220625/561_337bba55/index.m3u8
喋血双雄,https://vip.ffzy-play7.com/20221115/4440_bd914a4d/index.m3u8
东方巨龙,https://vip.ffzy-play6.com/20221117/7362_01e144e6/index.m3u8
东方三侠,http://jsmov2.a.yximgs.com/bs3/video-hls/5222205346628851891_hlsb.m3u8


东方秃鹰,http://jsmov2.a.yximgs.com/bs3/video-hls/5218546164654879826_hlsb.m3u8
东方秃鹰,https://vip.ffzy-play7.com/20221209/9044_d3e0dbd4/index.m3u8
赌城大亨II之至尊无敌,https://vip.ffzy-online.com/20221017/863_ed22c0c3/index.m3u8
赌城大亨之新哥传奇,https://vip.ffzy-online.com/20221017/864_5fbb1d87/index.m3u8
赌神1,https://vip.ffzy-online.com/20221017/865_74da177a/index.m3u8
赌神2,https://vip.lz-cdn.com/20220622/20003_820596d4/index.m3u8
赌侠大战拉斯维加斯,https://vip.ffzy-online.com/20221017/873_cf765959/index.m3u8
法内情,https://vip.ffzy-play6.com/20221128/8900_ee5eabf3/index.m3u8
方世玉,https://cdn4.yzzy-tv-cdn.com/20220606/17350_39c4425b/index.m3u8


方世玉续集,https://vip.ffzy-play6.com/20221129/9315_1d7ec0af/index.m3u8
飞龙猛将,https://vip.ffzy-play6.com/20221207/10806_a4b679fd/index.m3u8
飞龙再生,https://vip.ffzy-play6.com/20221019/72_1934eddc/index.m3u8
飞鹰计划,https://vip.ffzy-play6.com/20221112/6252_a77ddc97/index.m3u8
非诚勿扰,https://vip.ffzy-play2.com/20221021/162_cb2bb175/index.m3u8
非诚勿扰2,https://vip.ffzy-play2.com/20221021/163_a55441c0/index.m3u8
疯狂的赛车,https://vip.ffzy-play2.com/20221021/169_37d917eb/index.m3u8

疯狂的石头,https://vip.ffzy-play2.com/20221021/170_91678c84/index.m3u8
疯狂的外星人,https://vip.ffzy-online2.com/20230607/38938_95adfc88/index.m3u8


福星高照,https://vip.ffzy-play6.com/20221128/8904_328483ba/index.m3u8
富贵兵团,https://vip.ffzy-play7.com/20221209/9048_80e2a1cb/index.m3u8
富贵列车,https://vip.ffzy-play7.com/20221206/8232_7462fce8/index.m3u8
肝胆相照,https://vip.ffzy-play7.com/20221115/4468_44f459bb/index.m3u8
港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
搞定岳父大人,https://vip.ffzy-play6.com/20221021/474_a64f2156/index.m3u8
给爸爸的信,https://cdn2.yzzy-tv-cdn.com/20220414/13070_86734093/index.m3u8
功夫瑜伽,https://vip.ffzy-play2.com/20221124/1291_468b2efb/index.m3u8


孤男寡女,https://vip.ffzy-play6.com/20221021/643_da3f8354/index.m3u8
古董局中局,https://vip.ffzy-online.com/20221017/983_2bd33011/index.m3u8
鬼打鬼,https://vip.ffzy-play7.com/20221115/4476_05997c13/index.m3u8
鬼打鬼之黄金道士,https://vip.ffzy-play6.com/20221112/6296_32b14901/index.m3u8
鬼干部,https://vip.ffzy-play6.com/20221112/6298_1dd44909/index.m3u8
鬼咬鬼,https://vip.ffzy-play7.com/20221208/8822_26a70529/index.m3u8
过年,https://vip.ffzy-play6.com/20221112/6307_79a4bfc2/index.m3u8
寒战,https://vip.ffzy-play6.com/20221019/157_bf0740ee/index.m3u8
寒战2,https://vip.lz-cdn3.com/20220907/12892_5eb849b0/index.m3u8
行运一条龙,https://vip.ffzy-play6.com/20221112/6024_432f2afd/index.m3u8


豪门夜宴,https://vip.ffzy-play.com/20221204/29458_3909f6d0/index.m3u8
和平饭店,https://vip.ffzy-play6.com/20221129/9326_fb193a3f/index.m3u8
黑金,https://vip.ffzy-play6.com/20221022/751_a7889097/index.m3u8
黑侠,https://vip.ffzy-play6.com/20221112/6336_a08140a7/index.m3u8
红番区,https://vip.ffzy-play6.com/20221112/6346_239e11e8/index.m3u8
洪熙官,https://vip.ffzy-play7.com/20221223/9381_0fb84a1d/index.m3u8
花木兰,https://cdn2.yzzy-tv-cdn.com/20220405/7667_13f7046c/index.m3u8


花旗少林,https://vip.ffzy-play6.com/20221112/6363_411e98e2/index.m3u8
哗！英雄,https://vip.ffzy-play6.com/20221112/6371_9b5bf930/index.m3u8
画皮之阴阳法王,https://vip.ffzy-play6.com/20221112/6372_478fbcc6/index.m3u8
黄大仙,https://vip.ffzy-play6.com/20221129/9334_1b618e68/index.m3u8
黄飞鸿92之龙行天下,https://vip.ffzy-play7.com/20221129/7657_0e98ee6f/index.m3u8
黄飞鸿系列之一代宗师,https://vip.ffzy-play6.com/20221129/9335_097bc8c1/index.m3u8
黄飞鸿之二:男儿当自强,https://cdn4.yzzy-tv-cdn.com/20220606/17341_21dfaf46/index.m3u8
黄飞鸿之男儿当自强,https://txmov2.a.kwimgs.com/upic/2020/05/16/01/BMjAyMDA1MTYwMTAyMjFfMjEyNDgzMjg2XzI4NjI3OTAwNTc5XzJfMw==_b_Bc1101c249e7355d840c4495b7bfd84a4.mp4
黄飞鸿之狮王争霸,https://alimov2.a.kwimgs.com/upic/2020/05/15/08/BMjAyMDA1MTUwODQ5NTdfMjEyNDgzMjg2XzI4NTc1ODg4MzEyXzJfMw==_b_Bd4d927d62d45dd2f3e065114d9aebb25.mp4
黄飞鸿之铁鸡斗蜈蚣,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634242822045870_hlsb.m3u8
黄飞鸿之铁鸡斗蜈蚣,https://cdn2.yzzy-tv-cdn.com/20220415/13227_56714be0/index.m3u8
